Latitude,Longitude,Location,Country
17.29583333,96.92083333,7WWC+88 Alanbya,7WWC+88 Alanbya
8.579166667,-60.97916667,H2HC+M8 Curiapo,H2HC+M8 Curiapo
24.87083333,118.6208333,VJCC+88 Jinjiang,VJCC+88 Jinjiang
7.195833333,79.82083333,5RWC+596,5RWC+596
28.69583333,121.4125,MCW7+82 Jiaojiang District,MCW7+82 Jiaojiang District
-2.404166667,105.0291667,H2WH+8M Upang Marga,H2WH+8M Upang Marga
-18.80416667,36.25416667,57W3+8M Amado,57W3+8M Amado
21.6375,-105.4458333,JHQ3+2M Boca del Asadero,JHQ3+2M Boca del Asadero
38.2625,117.8458333,7R6W+X8 Haixing County,7R6W+X8 Haixing County
34.27083333,-6.654166667,78CW+88 Kenitra,78CW+88 Kenitra
53.54583333,9.8625,Teufelsbrück,Teufelsbrück
5.145833333,5.4625,4FW7+82 Akassa Creek,4FW7+82 Akassa Creek
39.1125,117.7208333,4P7C+28 Beitang Residential District,4P7C+28 Beitang Residential District
42.3125,130.6625,8M67+X2 Kulpho-ri,8M67+X2 Kulpho-ri
46.90416667,31.99583333,WX3W+M8 Radisnyi Sad,WX3W+M8 Radisnyi Sad
36.74583333,3.129166667,P4WH+8M Hussein Dey,P4WH+8M Hussein Dey
7.254166667,124.2041667,7633+MM Cotabato City,7633+MM Cotabato City
36.0375,0.1375,24PP+XX Benabdelmalek Ramdane,24PP+XX Benabdelmalek Ramdane
-7.679166667,109.1125,84C7+82 Slarang,84C7+82 Slarang
-31.62083333,29.54583333,Shop 1,Shop 1
29.95416667,121.7208333,33 Gulou E Rd,33 Gulou E Rd
36.87916667,6.104166667,V4H3+MM Kheiri Oued Adjoul,V4H3+MM Kheiri Oued Adjoul
53.55416667,14.60416667,HJ33+MM Police,HJ33+MM Police
-29.8125,31.0375,31 Stiebel Pl,31 Stiebel Pl
16.8375,96.10416667,R4P3+Q5C,R4P3+Q5C
18.32916667,121.6375,8JHP+MX Aparri,8JHP+MX Aparri
4.029166667,100.8208333,2RHC+M8 Sitiawan,2RHC+M8 Sitiawan
34.7875,119.2208333,Q6PC+X8 Lianyun District,Q6PC+X8 Lianyun District
22.44583333,113.0041667,C2W3+8M Xinhui District,C2W3+8M Xinhui District
6.395833333,3.029166667,92WH+8M Ojogun,92WH+8M Ojogun
37.05416667,119.5708333,3H3C+M8 Xiaying Town,3H3C+M8 Xiaying Town
5.945833333,80.55416667,7 Jayasumanaramaya Rd,7 Jayasumanaramaya Rd
3.520833333,103.4458333,GCCW+88 Kampung Beruas,GCCW+88 Kampung Beruas
22.52083333,120.4208333,GCCC+88 Taiwan,GCCC+88 Taiwan
-6.079166667,107.0125,W2C6+8X Segarajaya,W2C6+8X Segarajaya
-7.670833333,108.7958333,8QHV+JX9,8QHV+JX9
40.92916667,121.2458333,W6HW+M8 Taihe District,W6HW+M8 Taihe District
15.82083333,42.77916667,RQCH+8M Bani Asad,RQCH+8M Bani Asad
6.070833333,80.17083333,359C+VGR,359C+VGR
10.77916667,-83.5875,QCH7+M2 Limón,QCH7+M2 Limón
16.0375,120.2041667,26P3+XM Lingayen,26P3+XM Lingayen
39.2125,118.0708333,637C+28 Fengnan District,637C+28 Fengnan District
27.7375,120.6541667,PMP3+XM Dongshan Residential District,PMP3+XM Dongshan Residential District
36.72083333,5.079166667,P3CH+8M Béjaïa,P3CH+8M Béjaïa
40.84583333,121.5791667,8QG3RHWH+8M,8QG3RHWH+8M
28.14583333,51.27083333,47WC+88 Kabgan,47WC+88 Kabgan
13.92916667,-90.70416667,W7HW+RWG,W7HW+RWG
39.42083333,119.2625,C7C6+8X Jianggezhuangzhen,C7C6+8X Jianggezhuangzhen
23.19583333,116.6041667,5JW3+8M Chaonan District,5JW3+8M Chaonan District
24.87083333,66.97083333,VXCC+88 Keamari,VXCC+88 Keamari
24.14583333,120.5291667,4GWH+8M Taiwan,4GWH+8M Taiwan
12.9375,45.09583333,W3PV+WX5، المدينه الخضراء، Yemen,W3PV+WX5، المدينه الخضراء، Yemen
21.7875,111.9791667,QXPH+XM Jiangcheng District,QXPH+XM Jiangcheng District
40.02916667,124.3708333,29HC+M8 Zhenxing District,29HC+M8 Zhenxing District
17.95416667,-102.1375,XV37+M2 Lázaro Cárdenas,XV37+M2 Lázaro Cárdenas
-2.395833333,-79.8375,J537+M2 Punta de Piedras,J537+M2 Punta de Piedras
22.4375,87.8875,CVPP+XX Naupala,CVPP+XX Naupala
0.9375,-79.64583333,W9P3+XM Esmeraldas,W9P3+XM Esmeraldas
14.1375,43.0875,43QQ+22 Al Fazah,43QQ+22 Al Fazah
46.07916667,30.47083333,3FHC+M8 Zatoka,3FHC+M8 Zatoka
-3.170833333,40.14583333,R4HW+M8 Malindi,R4HW+M8 Malindi
38.77083333,117.5791667,QHCH+8M Haibin Residential District,QHCH+8M Haibin Residential District
-6.104166667,106.7791667,VQWH+67,VQWH+67
20.0125,110.3875,297P+2X Meilan District,297P+2X Meilan District
24.9125,66.72083333,WP6C+X8 Keamari,WP6C+X8 Keamari
-6.245833333,108.2208333,Q63C+M8 Lamarantarung,Q63C+M8 Lamarantarung
6.429166667,79.99583333,CXHV+MXP,CXHV+MXP
-32.67916667,28.37916667,37 R349,37 R349
13.37083333,99.99583333,9XCW+88 Bang Cha Kreng,9XCW+88 Bang Cha Kreng
22.3875,72.37916667,99QH+2M Vadgam,99QH+2M Vadgam
-7.979166667,110.2125,26F9+2W Jembatan Pandansimo,26F9+2W Jembatan Pandansimo
-5.945833333,107.0125,3236+MX Pantai Bahagia,3236+MX Pantai Bahagia
5.8375,5.1375,R4QP+2X Tebu,R4QP+2X Tebu
-1.095833333,104.1958333,W53W+M8 Sungai Jeruk,W53W+M8 Sungai Jeruk
26.77083333,119.7125,QPC6+8X Xiabaishizhen,QPC6+8X Xiabaishizhen
2.804166667,101.4041667,RC33+MM Carey Island,RC33+MM Carey Island
22.27083333,91.8125,7RC6+3MV,7RC6+3MV
5.195833333,-3.729166667,57WC+7GR,57WC+7GR
36.60416667,120.8125,JR36+MX Yangjun,JR36+MX Yangjun
15.90416667,-87.7375,W737+M2 Saraguama,W737+M2 Saraguama
37.55416667,121.2875,1 Jin Yu He Pan Xiao Qu,1 Jin Yu He Pan Xiao Qu
31.2625,32.32083333,787C+28 Port Said Al Daerah Al Gomrokia,787C+28 Port Said Al Daerah Al Gomrokia
-8.0125,110.2875,X7QP+4G9,X7QP+4G9
-34.62916667,-58.34583333,9MC3+8M Buenos Aires,9MC3+8M Buenos Aires
31.42916667,121.4625,CFH6+MX Baoshan,CFH6+MX Baoshan
37.42083333,53.94583333,CWCW+88 Esenguly,CWCW+88 Esenguly
13.09583333,-87.3375,3MW7+82 Albania,3MW7+82 Albania
22.57916667,89.39583333,H9HW+M8 Bayar Jhapa,H9HW+M8 Bayar Jhapa
25.9625,-97.15416667,XR7W+28 Boca Chica,XR7W+28 Boca Chica
32.02916667,-9.345833333,2MH3+MM Souira Kedima,2MH3+MM Souira Kedima
29.64583333,32.35416667,J9W3+8M Erban Atekah and Al Manayef,J9W3+8M Erban Atekah and Al Manayef
-5.570833333,105.8208333,CRHC+M8 Labuhan Ratu,CRHC+M8 Labuhan Ratu
-26.34583333,32.67916667,MM3H+MM Bela Vista,MM3H+MM Bela Vista
6.754166667,79.8875,QV3Q+M64,QV3Q+M64
20.77083333,86.94583333,QWCW+88 RajendraNagar,QWCW+88 RajendraNagar
26.99583333,55.7875,XQWP+8X Bandar e Pol,XQWP+8X Bandar e Pol
20.32916667,86.65416667,8MH3+MM Musadia,8MH3+MM Musadia
-6.095833333,106.9375,WW3P+CV,WW3P+CV
16.77083333,96.19583333,Q5CW+88 Yangon,Q5CW+88 Yangon
-28.40416667,32.42083333,HCWC+88 Duku,HCWC+88 Duku
9.1875,99.37083333,59PC+X8 Surat Thani,59PC+X8 Surat Thani
46.52916667,32.37916667,G9HH+MM Kizomys,G9HH+MM Kizomys
13.0625,45.3875,396P+XX Kawd al `abadil,396P+XX Kawd al `abadil
-7.8125,145.0125,52P6+XX Akoma,52P6+XX Akoma
32.02083333,120.8041667,China,China
-20.92916667,35.0625,33C6+8X Nova Mambone,33C6+8X Nova Mambone
4.3875,6.070833333,93QC+28 Diebu Creek,93QC+28 Diebu Creek
-6.770833333,110.5708333,6HHC+M8 Berahan Kulon,6HHC+M8 Berahan Kulon
21.6125,109.0708333,J36C+X8 Dangjiangzhen,J36C+X8 Dangjiangzhen
32.0375,120.7375,2PPQ+X2 Tianshenggangzhen,2PPQ+X2 Tianshenggangzhen
19.60416667,105.7958333,JQ3W+M8 Quảng Xương District,JQ3W+M8 Quảng Xương District
18.60416667,37.85416667,7GCVJV33+MM,7GCVJV33+MM
15.8625,108.3541667,V963+XM Hội An,V963+XM Hội An
-33.8625,18.4875,4FQQ+22 Milnerton,4FQQ+22 Milnerton
16.7625,94.7125,QP76+2X Pathein,QP76+2X Pathein
-4.679166667,105.8625,8VC7+JF,8VC7+JF
31.44583333,31.55416667,CHW3+8M Gamasa City,CHW3+8M Gamasa City
53.3375,8.495833333,8FQW+28 Brake,8FQW+28 Brake
36.8625,7.779166667,VQ7H+4PM,VQ7H+4PM
40.39583333,28.50416667,9GW3+8M Karacabey/Bursa,9GW3+8M Karacabey/Bursa
15.7625,80.8375,QR7P+2X Lankevanidibba,QR7P+2X Lankevanidibba
25.40416667,119.1208333,C43C+M8 Licheng District,C43C+M8 Licheng District
39.1875,118.1208333,54PC+X8 Caofeidian District,54PC+X8 Caofeidian District
39.89583333,123.6458333,VJWW+88 Huangtukanzhen,VJWW+88 Huangtukanzhen
18.47083333,-69.87916667,F4CC+88 Santo Domingo,F4CC+88 Santo Domingo
36.8375,3.670833333,RMPC+V4 واد,RMPC+V4 واد
2.054166667,102.5541667,3H33+MM Muar,3H33+MM Muar
-3.804166667,144.4875,5FWP+8X Kopa,5FWP+8X Kopa
9.0125,125.5208333,2G7C+28 Magallanes,2G7C+28 Magallanes
-6.120833333,106.8291667,Jl. Taman Marina No.RT.9,Jl. Taman Marina No.RT.9
27.5875,120.5791667,HHPH+WG8,HHPH+WG8
33.8125,120.4791667,RF6H+XM Huangshagangzhen,RF6H+XM Huangshagangzhen
22.64583333,90.02916667,J2WH+8M Sayna Rogunathpur,J2WH+8M Sayna Rogunathpur
37.35416667,118.9208333,9W3C+M8 Yangkouzhen,9W3C+M8 Yangkouzhen
4.370833333,-7.5375,9FC7+82 Kablekeh,9FC7+82 Kablekeh
15.8125,-88.75416667,R66W+X8 Livingston,R66W+X8 Livingston
-34.44583333,-58.52083333,HF3H+MM Victoria,HF3H+MM Victoria
22.77916667,91.35416667,Q9H3+RQM ছুচাপুর,Q9H3+RQM ছুচাপুর
23.82916667,120.2791667,R7HH+MM Taiwan,R7HH+MM Taiwan
22.75416667,90.4125,QC37+M2 Charmonai,QC37+M2 Charmonai
11.75416667,79.7875,QQ3Q+M2 Cuddalore,QQ3Q+M2 Cuddalore
13.70416667,123.1291667,P43H+MM Bombon,P43H+MM Bombon
14.7125,120.8958333,PV6W+X8 Bulakan,PV6W+X8 Bulakan
23.0875,113.4041667,China,China
25.17916667,61.67083333,5MHC+M8 Jiwani,5MHC+M8 Jiwani
6.179166667,102.2458333,56HW+M8 Kota Bharu,56HW+M8 Kota Bharu
12.4625,80.15416667,F573+2M Sadurangapattinam,F573+2M Sadurangapattinam
19.2375,-72.7625,66PP+XX Grande-Saline,66PP+XX Grande-Saline
32.07916667,120.4708333,3FHC+M8 Jingjiang,3FHC+M8 Jingjiang
36.2375,120.3125,68P6+XX Chengyang District,68P6+XX Chengyang District
14.1875,-91.77916667,56PC+X8 La Verde,56PC+X8 La Verde
-25.77083333,32.7375,6PHP+3VP,6PHP+3VP
13.07083333,109.3125,38C6+8X Tuy Hòa,38C6+8X Tuy Hòa
21.42916667,109.9208333,CWHC+M8 Beitan Town,CWHC+M8 Beitan Town
47.0875,37.57083333,Konservna St,Konservna St
12.5625,-16.37083333,HJ6H+XM Brin,HJ6H+XM Brin
9.995833333,106.5541667,XHW3+8M Thạnh Phú District,XHW3+8M Thạnh Phú District
9.8875,105.1041667,V4Q3+2M Châu Thành District,V4Q3+2M Châu Thành District
34.3875,119.7958333,9QPW+X8 Chenjiagang,9QPW+X8 Chenjiagang
20.8625,106.7541667,VQ63+XM Hải An,VQ63+XM Hải An
-0.354166667,103.4458333,JCWW+88 Sapat,JCWW+88 Sapat
13.49583333,100.3125,F8W6+8X Khok Kham,F8W6+8X Khok Kham
30.14583333,120.6541667,4MW3+8M Ma'an Neighborhood,4MW3+8M Ma'an Neighborhood
36.9125,3.854166667,WV63+XM Sidi Daoud,WV63+XM Sidi Daoud
22.25416667,-97.79583333,7633+MM Bella Vista,7633+MM Bella Vista
34.52083333,119.6458333,GJCW+88 Lianyun District,GJCW+88 Lianyun District
-6.795833333,109.0041667,6233+MM Sawojajar,6233+MM Sawojajar
10.6125,-61.4875,JG67+X2 San Juan,JG67+X2 San Juan
16.42083333,95.87916667,CVCH+8M Tawgyaung,CVCH+8M Tawgyaung
6.104166667,100.2875,579,579
-12.0375,-77.14583333,XV63+MW9,XV63+MW9
20.47916667,106.5708333,FHJC+328,FHJC+328
-6.195833333,107.8125,RR36+MX Pangarengan,RR36+MX Pangarengan
-21.62083333,-41.0375,9XH7+M2 São João da Barra,9XH7+M2 São João da Barra
31.45416667,31.97083333,FX3C+M8 Damietta Desert,FX3C+M8 Damietta Desert
-0.1375,109.1875,V56P+XX Punggur Besar,V56P+XX Punggur Besar
7.254166667,100.4375,7C3P+MX Pak Ro,7C3P+MX Pak Ro
-30.7375,30.4625,7F77+22 Port Shepstone,7F77+22 Port Shepstone
14.6875,42.97083333,MXPC+X8 Al Hudaydah,MXPC+X8 Al Hudaydah
34.25416667,120.2791667,773H+FXJ,773H+FXJ
40.27083333,120.4958333,7FCW+88 Xiaozhuangzizhen,7FCW+88 Xiaozhuangzizhen
38.49583333,117.6291667,FJWH+8M Nanpaihezhen,FJWH+8M Nanpaihezhen
-2.804166667,-41.84583333,55W3+8M Ilha Grande - State of Piauí,55W3+8M Ilha Grande - State of Piauí
8.295833333,79.8375,7RWP+8X Gangewadiya,7RWP+8X Gangewadiya
-29.8875,31.00416667,4263+XM Durban,4263+XM Durban
21.85416667,108.6041667,VJ33+MM Dapanpozhen,VJ33+MM Dapanpozhen
6.229166667,1.595833333,6HHW+P76,6HHW+P76
31.1875,29.87083333,5VPC+X8 Al Gomrok,5VPC+X8 Al Gomrok
5.5625,100.3541667,H963+XM Penaga,H963+XM Penaga
10.1375,104.8458333,4RQW+28 Lình Huỳnh,4RQW+28 Lình Huỳnh
13.57083333,43.27916667,H7CH+8M Kudhaysah,H7CH+8M Kudhaysah
-33.6125,-71.62916667,99QC+28 San Antonio,99QC+28 San Antonio
-10.5125,40.39583333,F9PW+X8 Namuiranga,F9PW+X8 Namuiranga
41.12916667,30.64583333,4JHW+M8 Karasu/Sakarya,4JHW+M8 Karasu/Sakarya
40.52083333,22.70416667,GPC3+8M Axios,GPC3+8M Axios
-4.354166667,120.3875,J9WP+8X Laoni,J9WP+8X Laoni
-3.3125,114.2958333,M7PW+X8 Batanjung,M7PW+X8 Batanjung
47.1875,38.5125,5GP6+XX Lomakin,5GP6+XX Lomakin
13.9125,-90.9625,W26Q+X2 La Barrita,W26Q+X2 La Barrita
16.9625,96.3625,X977+22 Yangon,X977+22 Yangon
22.9375,116.2458333,W6PW+X8 Huilai County,W6PW+X8 Huilai County
6.1125,4.770833333,4Q6C+X8 Aiyetoro,4Q6C+X8 Aiyetoro
43.6125,47.55416667,8HM9JH73+2M,8HM9JH73+2M
22.8125,113.3375,R86P+XX Shunde District,R86P+XX Shunde District
21.85416667,108.4625,VF37+M2X,VF37+M2X
32.37083333,121.3958333,99CW+88 Beikan Town,99CW+88 Beikan Town
36.6875,2.795833333,MQPW+X8 Douaouda,MQPW+X8 Douaouda
-6.845833333,110.5291667,5G3H+MM Tambakbulusan,5G3H+MM Tambakbulusan
-7.779166667,108.1458333,64CW+88 Cidadap,64CW+88 Cidadap
5.1375,-5.0125,4XQQ+22 Grand-Lahou,4XQQ+22 Grand-Lahou
55.32916667,21.2625,87H6+MX Rusnė,87H6+MX Rusnė
-15.97083333,46.4625,2FH7+M2 Andakalaka,2FH7+M2 Andakalaka
25.37916667,65.52083333,9GHC+M8 Kund Malir,9GHC+M8 Kund Malir
-30.20416667,30.80416667,QRW3+8M Umkomaas,QRW3+8M Umkomaas
30.40416667,120.6375,CJ3P+MX Haining,CJ3P+MX Haining
-0.7375,117.3208333,787C+28 Muara Kembang,787C+28 Muara Kembang
46.92083333,51.65416667,WMC3+8M Peshnoy,WMC3+8M Peshnoy
31.52083333,121.3041667,G8C3+8M Taicang,G8C3+8M Taicang
30.4625,49.0125,F276+2X Bandar Imam Khomeini,F276+2X Bandar Imam Khomeini
49.47916667,0.5125,FGH6+MX Quillebeuf-sur-Seine,FGH6+MX Quillebeuf-sur-Seine
4.970833333,-6.104166667,XVCW+88 Sassandra,XVCW+88 Sassandra
14.24583333,43.0625,63W6+8X Buyut al Muhamirah,63W6+8X Buyut al Muhamirah
24.7125,121.8208333,PR7C+28 Taiwan,PR7C+28 Taiwan
36.67916667,52.44583333,Mazandaran Province,Mazandaran Province
-33.9125,18.47083333,8 Auckland St,8 Auckland St
23.1125,70.50416667,4G63+XM Lakhdhirgadh,4G63+XM Lakhdhirgadh
37.75416667,120.5208333,QG3C+M8 Longkou,QG3C+M8 Longkou
38.59583333,26.80416667,HRW3+8M Foça/İzmir,HRW3+8M Foça/İzmir
7.395833333,99.5125,9GW6+8X Kantang Tai,9GW6+8X Kantang Tai
13.8375,-90.3375,RMQ7+22 Buena Vista,RMQ7+22 Buena Vista
35.3125,119.4375,8C6P+XX Xiaoguzhen,8C6P+XX Xiaoguzhen
32.04583333,120.4041667,2CW3+8M Jingjiang,2CW3+8M Jingjiang
30.0625,49.50416667,3G63+XM سجافی، استان خوزستان، Iran,3G63+XM سجافی، استان خوزستان، Iran
-34.07916667,18.7625,WQC6+8X Macassar,WQC6+8X Macassar
-7.029166667,106.5458333,XGCW+88 Cidadap,XGCW+88 Cidadap
22.8375,91.42916667,RCQH+2M Sonagazi Municipality,RCQH+2M Sonagazi Municipality
39.57083333,125.4625,HFC6+8X Sinanju,HFC6+8X Sinanju
15.17083333,51.12916667,54CH+8M Ais,54CH+8M Ais
8.7875,79.92916667,QWPH+XM Mutharipputhurai,QWPH+XM Mutharipputhurai
-3.320833333,114.5541667,MHH3+MM Tinggiran II,MHH3+MM Tinggiran II
31.80416667,120.7875,China,China
23.05416667,120.0708333,333C+M8 Taiwan,333C+M8 Taiwan
-2.529166667,40.50416667,FGC3+8M Kipini,FGC3+8M Kipini
-5.9625,106.2708333,27PC+X8 Lontar,27PC+X8 Lontar
16.82916667,96.09583333,R3HW+M8 Yangon,R3HW+M8 Yangon
37.54583333,27.1875,G5WP+8X Didim/Aydın,G5WP+8X Didim/Aydın
-6.8125,109.4875,5FPQ+X2 Kendalrejo,5FPQ+X2 Kendalrejo
-9.329166667,13.1625,M5C6+8X Belas,M5C6+8X Belas
15.79583333,-84.27916667,QPWC+88 Barra Patuca,QPWC+88 Barra Patuca
39.62083333,121.5375,JGCP+8X Santaixiang,JGCP+8X Santaixiang
-28.37916667,32.42083333,JCCC+88 Saint Lucia,JCCC+88 Saint Lucia
14.05416667,-91.54583333,3F33+MM Nueva Venecia,3F33+MM Nueva Venecia
14.50416667,-92.1875,GR36+MX Tilapa,GR36+MX Tilapa
-4.354166667,105.8041667,JRW3+8M Bumi Dipasena Sentosa,JRW3+8M Bumi Dipasena Sentosa
-39.87083333,-62.17083333,47GV4RHH+MM,47GV4RHH+MM
6.970833333,-11.5875,XCC6+8X Sulima,XCC6+8X Sulima
22.1375,91.87083333,4VQC+28 Juidondi,4VQC+28 Juidondi
13.2875,43.24583333,76PW+X8 Mocha,76PW+X8 Mocha
30.3625,-9.604166667,996W+X8 Agadir,996W+X8 Agadir
13.87083333,109.2458333,V6CW+88 Tuy Phước District,V6CW+88 Tuy Phước District
4.070833333,9.695833333,BP-10184,BP-10184
19.15416667,110.5625,5H37+83R,5H37+83R
26.75416667,119.5958333,QH3W+M8 Qiduzhen,QH3W+M8 Qiduzhen
51.47083333,0.320833333,F8CC+88 Grays,F8CC+88 Grays
-7.195833333,112.7375,RP3P+MM5,RP3P+MM5
4.829166667,6.720833333,RPHC+M8 Obokiri,RPHC+M8 Obokiri
16.35416667,95.02083333,923C+M8 Kanazogyaung,923C+M8 Kanazogyaung
35.49583333,35.82083333,FRWC+88 Latakia,FRWC+88 Latakia
23.42083333,116.8041667,CRC3+8M Longhu District,CRC3+8M Longhu District
